hit,123
bounce,133
hit,143
hit,192
bounce,220
hit,232
bounce,251
hit,263
bounce,291
hit,302
bounce,323
hit,444
bounce,455
hit,466
bounce,488
hit,498
bounce,525
hit,532
bounce,553
hit,570
bounce,598
hit,603
bounce,627
hit,642
hit,673
bounce,697
hit,712
bounce,733
hit,749
bounce,772
hit,780
bounce,803
hit,822
bounce,841
hit,856
hit,935
bounce,946
hit,1031
bounce,1044
hit,1053
bounce,1086
hit,1090
bounce,1120
hit,1030
bounce,1158
hit,1165
bounce,1196
hit,1201
bounce,1228
hit,1240
bounce,1264
hit,1274
bounce,1325
hit,1341
bounce,1361
hit,1453
bounce,1465
hit,1473
hit,1511
bounce,1533
hit,1580
bounce,1601
hit,1619
bounce,1654
hit,1665
bounce,1690
hit,1699
hit,1739
hit,1889
bounce,1901
hit,1909
hit,1942
bounce,1970
hit,1977
bounce,2008
hit,2021
bounce,2040
hit,2056
bounce,2160
hit,2081
bounce,2103
hit,2156
bounce,2185
hit,2199
bounce,2219
hit,2238
hit,2265
hit,2264
bounce,2288
hit,2306
hit,2340
bounce,2345
hit,2428
bounce,2441
hit,2453
hit,2476
bounce,2507
hit,2517
hit,2531
bounce,2543
hit,2691
bounce,2703
hit,2714
bounce,2739
hit,2749
bounce,2772
hit,2782
hit,2813
bounce,2829
bounce,2853
hit,2950
bounce,2963
hit,2975
bounce,2996
hit,3009
bounce,3038
hit,3050
bounce,3075
bounce,3098
hit,3343
bounce,3356
hit,3502
bounce,3514
hit,3962
bounce,3704
bounce,3755
bounce,3769
bounce,3781
hit,3931
bounce,3942
hit,4394
bounce,4409
hit,4416
bounce,4448
hit,4456
bounce,4482
hit,4501
bounce,4528
hit,4542
bounce,4559
hit,4575
bounce,4608
hit,4620
bounce,4642
hit,4654
hit,4677
hit,4727
bounce,4745
hit,4760
bounce,4797
hit,4810
bounce,4832
hit,4846
hit,4867
bounce,4883
hit,4987
bounce,4999
hit,5018
bounce,5046
bounce,5066
hit,5192
bounce,5205
hit,5214
bounce,5238
bounce,5299
hit,5410
bounce,5422
hit,5546
bounce,5560
hit,5570
bounce,5598
hit,5608
hit,5624
bounce,5648
hit,5660
hit,5675
bounce,5688
bounce,5711
hit,5732
hit,5753
bounce,5788
hit,5806
hit,5824
hit,5896
hit,6055
bounce,6070
hit,6083
bounce,6104
hit,6117
bounce,6148
hit,6169
bounce,6197
hit,6221
bounce,6251
hit,6264
bounce,6301
hit,6325
hit,6403
bounce,6415
hit,6427
bounce,6449
hit,6459
bounce,6483
hit,6488
hit,6517
bounce,6540
hit,6551
hit,6613
bounce,6625
bounce,6681
hit,6686
hit,6716
bounce,6740
hit,6751
hit,6817
bounce,6828
hit,6890
bounce,6902
hit,6913
bounce,6935
hit,6943
bounce,6962
hit,6977
bounce,7001
hit,7036
bounce,7065
hit,7087
bounce,7154
hit,7233
bounce,7246
hit,7256
hit,7277
bounce,7304
bounce,7323
hit,7338
hit,7388
bounce,7468
hit,7522
bounce,7534
hit,7545
bounce,7560
hit,7615
bounce,7647
hit,7658
hit,7677
bounce,7695
hit,7714
hit,7756
bounce,7771
bounce,7802
hit,7828
bounce,7863
hit,7872
hit,7893
bounce,7915
hit,7933
hit,7980
bounce,7997
hit,8073
bounce,8089
hit,8101
bounce,8126
hit,8131
bounce,8152
hit,8170
hit,8359
bounce,8371
hit,8381
bounce,8408
hit,8416
bounce,8449
hit,8458
bounce,8479
hit,8490
bounce,8513
hit,8524
bounce,8548
hit,8559
bounce,8583
hit,8586
bounce,8619
bounce,8648
hit,8681
hit,8710
bounce,8749
hit,8840
bounce,8848
hit,8860
hit,8908
bounce,8914
hit,9022
bounce,9033
hit,9041
bounce,9069
hit,9077
bounce,9101
hit,9109
bounce,9139
hit,9148
bounce,9168
hit,9266
hit,9376
bounce,9384
bounce,9432
hit,9514
bounce,9524
hit,9533
bounce,9568
hit,9575
bounce,9597
hit,9612
bounce,9639
hit,9650
bounce,9686
hit,9695
hit,9713
bounce,9738
hit,9744
hit,9762
bounce,9780
